Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1669565891,2022-11-27T16:18:11Z,FDB1715,"25.34198,55.295666",3050,264,1
1669565894,2022-11-27T16:18:14Z,FDB1715,"25.345181,55.295692",3175,264,1
1669565897,2022-11-27T16:18:17Z,FDB1715,"25.34923,55.295795",3300,264,1
1669565900,2022-11-27T16:18:20Z,FDB1715,"25.352768,55.295849",3450,265,1
1669565906,2022-11-27T16:18:26Z,FDB1715,"25.360153,55.296021",3700,265,1
1669565912,2022-11-27T16:18:32Z,FDB1715,"25.36771,55.296211",3975,265,1
1669565918,2022-11-27T16:18:38Z,FDB1715,"25.37471,55.296375",4275,265,1
1669565924,2022-11-27T16:18:44Z,FDB1715,"25.382189,55.296623",4525,265,1
1669565930,2022-11-27T16:18:50Z,FDB1715,"25.38973,55.297092",4775,266,4
1669565933,2022-11-27T16:18:53Z,FDB1715,"25.39378,55.297714",4900,266,7
1669565939,2022-11-27T16:18:59Z,FDB1715,"25.400665,55.299377",5150,267,13
1669565942,2022-11-27T16:19:02Z,FDB1715,"25.404207,55.300564",5300,267,16
1669565945,2022-11-27T16:19:05Z,FDB1715,"25.408119,55.302013",5400,267,18
1669565948,2022-11-27T16:19:08Z,FDB1715,"25.411703,55.30357",5500,268,20
1669565951,2022-11-27T16:19:11Z,FDB1715,"25.415335,55.305279",5575,272,22
1669565954,2022-11-27T16:19:14Z,FDB1715,"25.418884,55.306957",5625,275,23
1669565957,2022-11-27T16:19:17Z,FDB1715,"25.421951,55.30838",5650,279,23
1669565960,2022-11-27T16:19:20Z,FDB1715,"25.425751,55.310108",5700,283,22
1669565963,2022-11-27T16:19:23Z,FDB1715,"25.429916,55.312042",5775,286,22
1669565966,2022-11-27T16:19:26Z,FDB1715,"25.433533,55.313721",5825,290,22
1669565978,2022-11-27T16:19:38Z,FDB1715,"25.448776,55.32069",6025,304,22
1669565990,2022-11-27T16:19:50Z,FDB1715,"25.465118,55.328114",6250,316,22
1669566002,2022-11-27T16:20:02Z,FDB1715,"25.48201,55.335896",6550,326,22
1669566014,2022-11-27T16:20:14Z,FDB1715,"25.498398,55.343475",7050,326,22
1669566026,2022-11-27T16:20:26Z,FDB1715,"25.515654,55.351555",7500,330,23
1669566038,2022-11-27T16:20:38Z,FDB1715,"25.532598,55.359486",8000,330,23
1669566051,2022-11-27T16:20:51Z,FDB1715,"25.549543,55.367413",8600,328,22
1669566063,2022-11-27T16:21:03Z,FDB1715,"25.566303,55.3755",9075,328,24
1669566075,2022-11-27T16:21:15Z,FDB1715,"25.58226,55.384979",9500,332,30
1669566081,2022-11-27T16:21:21Z,FDB1715,"25.5905,55.390675",9700,334,32
1669566084,2022-11-27T16:21:24Z,FDB1715,"25.594374,55.393585",9825,334,34
1669566087,2022-11-27T16:21:27Z,FDB1715,"25.598051,55.396488",9925,336,35
1669566090,2022-11-27T16:21:30Z,FDB1715,"25.602009,55.399597",10025,336,35
1669566102,2022-11-27T16:21:42Z,FDB1715,"25.617603,55.411724",10475,337,35
1669566114,2022-11-27T16:21:54Z,FDB1715,"25.633104,55.423798",10825,342,35
1669566126,2022-11-27T16:22:06Z,FDB1715,"25.649118,55.436287",11175,347,35
1669566138,2022-11-27T16:22:18Z,FDB1715,"25.664337,55.448505",11575,351,37
1669566150,2022-11-27T16:22:30Z,FDB1715,"25.679564,55.463131",11925,353,42
1669566162,2022-11-27T16:22:42Z,FDB1715,"25.694229,55.478523",12300,358,43
1669566195,2022-11-27T16:23:15Z,FDB1715,"25.734558,55.520679",13175,370,43
1669566225,2022-11-27T16:23:45Z,FDB1715,"25.773228,55.561176",14025,378,43
1669566259,2022-11-27T16:24:19Z,FDB1715,"25.815216,55.605366",15000,386,43
1669566292,2022-11-27T16:24:52Z,FDB1715,"25.861351,55.647602",16075,388,33
1669566295,2022-11-27T16:24:55Z,FDB1715,"25.865726,55.650719",16175,386,33
1669566298,2022-11-27T16:24:58Z,FDB1715,"25.869919,55.653786",16300,385,33
1669566301,2022-11-27T16:25:01Z,FDB1715,"25.874712,55.657265",16400,386,33
1669566334,2022-11-27T16:25:34Z,FDB1715,"25.92421,55.693741",17425,388,33
1669566367,2022-11-27T16:26:07Z,FDB1715,"25.974838,55.73069",18225,398,33
1669566418,2022-11-27T16:26:58Z,FDB1715,"26.05719,55.786762",19475,408,22
1669566421,2022-11-27T16:27:01Z,FDB1715,"26.06241,55.788681",19550,408,20
1669566425,2022-11-27T16:27:05Z,FDB1715,"26.065855,55.789841",19625,408,16
1669566427,2022-11-27T16:27:07Z,FDB1715,"26.073025,55.791847",19675,409,14
1669566430,2022-11-27T16:27:10Z,FDB1715,"26.078613,55.793083",19775,408,11
1669566433,2022-11-27T16:27:13Z,FDB1715,"26.084381,55.794121",19825,409,9
1669566437,2022-11-27T16:27:17Z,FDB1715,"26.090061,55.794964",19925,409,8
