"","Timestamp","UTC","Callsign","Position","Altitude","Speed","Direction","phi","lambda","N","X","Y","Z","n","e","u","s","az","h"
"1",1669513196,"2022-11-27T01:39:56Z","UZB101","41.261936,69.268814",135.4,0,16,0.720156638947179,1.20896887325154,6387442.863266,0,0,0,0,0,0,0,NA,NA
"2",1669513296,"2022-11-27T01:41:36Z","UZB101","41.261726,69.268661",135.4,1,357,0.72015297375575,1.20896620289779,6387442.78534355,17.4364864281379,9.8467745250091,-17.5318942004815,-23.3228691553611,-12.8218998639318,-5.56094978403365e-05,26.6149834071314,0.502656274713469,-2.08940569263991e-06
"3",1669513322,"2022-11-27T01:42:02Z","UZB101","41.261517,69.268631",135.4,2,340,0.720149326017613,1.20896567929901,6387442.70779225,25.2066845677327,23.2737745456398,-34.9803585298359,-46.534682558256,-15.3360467703087,-0.000188562726119557,48.9966428582032,0.318352207298406,-3.84848257187181e-06
"4",1669513347,"2022-11-27T01:42:27Z","UZB101","41.261307,69.268692",135.4,2,334,0.720145660826184,1.20896674394986,6387442.62986996,25.8704454554245,39.4687635228038,-52.5123639334925,-69.8575702735548,-10.2240639320491,-0.000391634342136626,70.6017819036082,0.145324093529423,-5.54708863684671e-06
"5",1669513371,"2022-11-27T01:42:51Z","UZB101","41.261101,69.268814",135.4,2,345,0.720142065447925,1.20896887325154,6387442.55343198,21.649392151041,57.1992777902633,-69.7104805288836,-92.7362100549106,1.62543756232481e-10,-0.000675744696579272,92.7362100573726,-1.75275392574525e-12,-7.2867404886095e-06
"6",1669513397,"2022-11-27T01:43:17Z","UZB101","41.260895,69.26889",135.4,1,28,0.720138470069666,1.20897019970177,6387442.47699408,21.0336450512987,73.565134499222,-86.9086507568136,-115.614839050393,6.36912903341754,-0.00105347154643454,115.79014126601,-0.0550335730173222,-9.0981109007276e-06
"7",1669513450,"2022-11-27T01:44:10Z","UZB101","41.26088,69.269096",135.4,2,59,0.720138208270278,1.20897379508003,6387442.47142821,5.27663357136771,80.7036747662351,-88.1609467999078,-117.280723238227,23.6328262958718,-0.00112449985574159,119.638114843376,-0.198843682555487,-9.39917732095896e-06
"8",1669513467,"2022-11-27T01:44:27Z","UZB101","41.260895,69.269302",135.4,2,73,0.720138470069666,1.20897739045829,6387442.47699408,-11.2582023872528,85.7871153037995,-86.9086507568136,-115.614726975698,40.896512741907,-0.00118121455017928,122.634782380488,-0.339994773778734,-9.63197004364306e-06
"9",1669513485,"2022-11-27T01:44:45Z","UZB101","41.260906,69.269531",135.4,2,78,0.720138662055883,1.20898138726228,6387442.48107571,-29.492052934831,91.8267827080563,-85.9903005049564,-114.392919391741,60.0876940901598,-0.00131083289617351,129.214051053886,-0.483662238192646,-1.01446621749313e-05
"10",1669513501,"2022-11-27T01:45:01Z","UZB101","41.260914,69.269737",135.4,2,81,0.720138801682224,1.20898498264054,6387442.48404417,-45.8454392922577,97.3896067943424,-85.3224095096812,-113.504265905364,77.3513736082729,-0.00148064871999054,137.355208783629,-0.598190923530646,-1.07797056488162e-05
"11",1669513514,"2022-11-27T01:45:14Z","UZB101","41.260929,69.269943",135.4,2,78,0.720139063481611,1.2089885780188,6387442.48961004,-62.3803240125999,102.472858477384,-84.0701141115278,-111.838142258466,94.6150388073108,-0.00168353434168012,146.491554825417,-0.702167115569015,-1.14923644828778e-05
"12",1669513530,"2022-11-27T01:45:30Z","UZB101","41.260948,69.270157",135.4,2,75,0.720139395094169,1.2089923130234,6387442.49666013,-79.6459555553738,107.519349475391,-82.483873680234,-109.72772206443,112.549123373012,-0.00193761466058362,157.18612586751,-0.798090667614289,-1.23268809504592e-05
"13",1669513544,"2022-11-27T01:45:44Z","UZB101","41.260994,69.270363",135.4,2,70,0.720140197945625,1.20899590840166,6387442.51372879,-96.9845531973988,110.47891136352,-78.6435040025972,-104.618614061776,129.812710178236,-0.00217907939737216,166.722506389432,-0.892456249945901,-1.3070097400913e-05
"14",1669513562,"2022-11-27T01:46:02Z","UZB101","41.261055,69.270569",135.4,2,64,0.720141262596469,1.20899950377992,6387442.53636332,-114.712027337169,112.410869580694,-73.5508439876139,-97.843545279242,147.076239101325,-0.00244546721632588,176.648746010215,-0.983770056633409,-1.38436715325597e-05
"15",1669513853,"2022-11-27T01:50:53Z","UZB101","41.261124,69.270798",135.4,2,64,0.720142466873653,1.2090035005839,6387442.56196631,-134.449608301511,114.476972982287,-67.7902998034842,-90.1799011535418,166.267208682723,-0.00280295346405524,189.148616867963,-1.07382272092328,-1.48187891118149e-05
"16",1669513867,"2022-11-27T01:51:07Z","UZB101","41.261204,69.271027",135.4,3,61,0.720143863137054,1.20900749738789,6387442.59165096,-154.472351747565,115.789454206824,-61.1114155286923,-81.2945317964112,185.458106745287,-0.00321159981638175,202.493235116283,-1.15767732078787,-1.58602820221234e-05
"17",1669513876,"2022-11-27T01:51:16Z","UZB101","41.261261,69.271233",135.4,5,61,0.720144857974728,1.20901109276615,6387442.61280128,-172.096105655655,117.995181285776,-56.3527154158801,-74.9635761198172,202.721540950125,-0.0036584254844243,216.137828533667,-1.21660470236786,-1.6926354398111e-05
"18",1669513882,"2022-11-27T01:51:22Z","UZB101","41.261284,69.271454",135.4,6,73,0.720145259400456,1.2090149499438,6387442.62133562,-190.014118901454,122.974861986004,-54.4325393405743,-72.408626410158,221.242116706614,-0.00424347521885693,232.789783713624,-1.2545015621046,-1.82287862955027e-05
"19",1669513888,"2022-11-27T01:51:28Z","UZB101","41.261227,69.271683",135.4,7,98,0.720144264562782,1.20901894674778,6387442.6001853,-206.485270092729,133.672007327899,-59.1912377956323,-78.7385134281727,240.433403291048,-0.00501219549888532,252.997974181843,-1.25431779712178,-1.98112080360401e-05
"20",1669513895,"2022-11-27T01:51:35Z","UZB101","41.261097,69.271904",135.4,7,120,0.720141995634755,1.20902280392543,6387442.55194775,-220.437029120279,149.132518884726,-70.0444250730798,-93.1758501696491,258.954579782015,-0.00593122134711876,275.207582526529,-1.22540416124544,-2.15518093401593e-05
"21",1669513900,"2022-11-27T01:51:40Z","UZB101","41.260925,69.27211",135.4,9,129,0.720138993668441,1.20902639930369,6387442.48812581,-232.124421247281,167.025172855705,-84.4040595227852,-112.277762631566,276.218943124396,-0.00696282727995623,298.166397454155,-1.18471536440782,-2.33521528248656e-05
"22",1669513906,"2022-11-27T01:51:46Z","UZB101","41.260704,69.272369",135.4,11,135,0.720135136490794,1.20903091970645,6387442.40612211,-246.695866906783,189.846403226256,-102.854574949481,-136.821457572906,297.925258800968,-0.00841875107175838,327.840771038127,-1.14027876742859,-2.56793901686638e-05
"23",1669513912,"2022-11-27T01:51:52Z","UZB101","41.260483,69.272606",135.4,12,135,0.720131279313147,1.20903505613678,6387442.3241185,-259.543136680964,212.014998301864,-121.305152100045,-161.365167557956,317.788013979628,-0.00995111957988115,356.409791152191,-1.1009471839733,-2.7920443905327e-05
"24",1669513917,"2022-11-27T01:51:57Z","UZB101","41.260273,69.272842",135.4,12,135,0.720127614121718,1.20903917511381,6387442.24619659,-272.597346655326,233.400312075391,-138.837431924418,-184.687151938522,337.5670412793,-0.0115999169383088,384.786761185701,-1.07017269987745,-3.01463514605368e-05
"25",1669513923,"2022-11-27T01:52:03Z","UZB101","41.260006,69.273155",135.4,12,135,0.720122954092615,1.20904463799437,6387442.14712457,-290.209567745682,260.973961541429,-161.128553892951,-214.33925628033,363.799526821348,-0.0139698003497841,422.245678122816,-1.03837916415211,-3.30845312957101e-05
